Label;Location;Site;Plot_replicate;Meshbag_replicate;Treatment;ITEX;NPKD;Pot+sand_wet_(g);Pot+sand_dry_(g);wet_(g);proportion_water_in_sample_(%);sample_weight_wet_(g);sample_weight_dry_(g);Hyphae_uns;Hyphae_sept;Total_hyphae;Count_strikes;Hyphal_length_uns;Hyphal_length_sept;Total_hyphal_length;lab_analyses;Meshbag_collected;Extra
Ws-cn-fertxdrought-3;Changling;Cha1;1;B;Fertilisationxdrought;NO;YES;54,31;49,99;4,32;0,08;10,94;10,07;278;93;371;25;1098,59;367,51;1466,11;27/nov;;
Ws-cn-fertxdrought-3;Changling;Cha1;1;A;Fertilisationxdrought;NO;YES;54,31;49,99;4,32;0,08;11,1;10,22;429;135;564;25;1670,87;525,8;2196,67;27/nov;;
Ws-cn-fertxdrought-4;Changling;Cha1;1;A;Fertilisationxdrought;NO;YES;48,38;45,05;3,33;0,07;10,89;10,14;186;83;269;25;729,91;325,71;1055,62;29/nov;;
Ws-cn-fertxdrought-4;Changling;Cha1;1;B;Fertilisationxdrought;NO;YES;48,38;45,05;3,33;0,07;11,21;10,44;204;39;243;25;777,69;148,68;926,37;29/nov;;
Ws-cn-fertxdrought-5;Changling;Cha1;1;A;Fertilisationxdrought;NO;YES;59,63;55,42;4,21;0,07;10,76;10;308;29;337;25;1225,6;115,4;1341;2/dec;;
Ws-cn-fertxdrought-5;Changling;Cha1;1;B;Fertilisationxdrought;NO;YES;59,63;55,42;4,21;0,07;9,56;8,89;372;17;389;25;1666,08;76,14;1742,22;2/dec;;
Yk-lo-T22AFO;Yukon;Yuk1;1;A;Control;YES;NO;56,48;53,95;2,53;0,04;11,26;10,76;3;38;41;25;11,1;140,59;151,69;14/nov;;
Yk-lo-T22AFO;Yukon;Yuk1;1;B;Control;YES;NO;56,48;53,95;2,53;0,04;10,7;10,22;19;39;58;25;73,98;151,84;225,82;14/nov;;
Yk-lo-T22WFO;Yukon;Yuk1;1;B;OTC;YES;NO;37,5;35,43;2,07;0,06;11,04;10,43;17;28;45;25;64,86;106,82;171,68;20/nov;;
Yk-lo-T22WFO;Yukon;Yuk1;1;A;OTC;YES;NO;37,5;35,43;2,07;0,06;10,69;10,1;86;11;97;25;338,84;43,34;382,18;20/nov;;
Yk-lo-T23AFO;Yukon;Yuk1;1;A;Control;YES;NO;33,24;31,49;1,75;0,05;11,02;10,44;45;95;140;25;171,53;362,11;533,64;14/nov;;Broken meshbag
Yk-lo-T23AFO;Yukon;Yuk1;1;B;Control;YES;NO;33,24;31,49;1,75;0,05;11,31;10,71;125;81;206;25;464,25;300,83;765,08;14/nov;;Broken meshbag
Yk-lo-T23WFO;Yukon;Yuk1;1;B;OTC;YES;NO;53,59;49,2;4,39;0,08;10,82;9,93;14;56;70;25;56,08;224,33;280,42;14/nov;;
Yk-lo-T23WFO;Yukon;Yuk1;1;A;OTC;YES;NO;53,59;49,2;4,39;0,08;11,3;10,37;57;36;93;25;218,64;138,09;356,73;14/nov;;
Yk-lo-T24AFO;Yukon;Yuk1;1;A;Control;YES;NO;57,75;52,84;4,91;0,09;11,12;10,17;20;14;34;25;78,22;54,76;132,98;19/nov;;
Yk-lo-T24AFO;Yukon;Yuk1;1;B;Control;YES;NO;57,75;52,84;4,91;0,09;11,18;10,23;28;13;41;25;108,92;50,57;159,49;19/nov;;roots
Yk-lo-T24WFO;Yukon;Yuk1;1;B;OTC;YES;NO;57,94;55,64;2,3;0,04;11,1;10,66;18;20;38;25;67,2;74,66;141,86;20/nov;;
Yk-lo-T24WFO;Yukon;Yuk1;1;A;OTC;YES;NO;57,94;55,64;2,3;0,04;10,64;10,22;23;10;33;25;89,58;38,95;128,52;20/nov;;
Yk-lo-T25AFO;Yukon;Yuk1;1;B;Control;YES;NO;56,18;52,62;3,56;0,06;11,06;10,36;11;25;36;25;42,26;96,03;138,29;19/nov;;
Yk-lo-T25AFO;Yukon;Yuk1;1;A;Control;YES;NO;56,18;52,62;3,56;0,06;10,96;10,27;25;9;34;25;96,91;34,89;131,8;19/nov;;
Yk-lo-T25WFO;Yukon;Yuk1;1;A;OTC;YES;NO;54,14;48,17;5,97;0,11;11,03;9,81;14;44;58;25;56,77;178,41;235,18;14/nov;;
Yk-lo-T25WFO;Yukon;Yuk1;1;B;OTC;YES;NO;54,14;48,17;5,97;0,11;11,41;10,15;14;32;46;25;54,88;125,43;180,31;14/nov;;
Yk-lo-T26AFO;Yukon;Yuk1;1;B;Control;YES;NO;58,78;55,44;3,34;0,06;10,83;10,21;41;41;82;25;159,73;159,73;319,45;14/nov;;
Yk-lo-T26AFO;Yukon;Yuk1;1;A;Control;YES;NO;58,78;55,44;3,34;0,06;10,9;10,28;82;34;116;25;317,4;131,6;449;14/nov;;
Yk-lo-T26WFO;Yukon;Yuk1;1;A;OTC;YES;NO;55,48;55,21;0,27;0;10,82;10,77;95;59;154;25;351,1;218,05;569,15;19/nov;;
Yk-lo-T26WFO;Yukon;Yuk1;1;B;OTC;YES;NO;55,48;55,21;0,27;0;10,8;10,75;122;15;137;25;451,72;55,54;507,26;19/nov;;
Yk-lo-T27AFO;Yukon;Yuk1;1;B;Control;YES;NO;58,17;55,49;2,68;0,05;10,86;10,36;13;31;44;25;49,94;119,08;169,01;14/nov;;
Yk-lo-T27AFO;Yukon;Yuk1;1;A;Control;YES;NO;58,17;55,49;2,68;0,05;11,02;10,51;20;9;29;25;75,71;34,07;109,78;14/nov;;
Yk-lo-T27WFO;Yukon;Yuk1;1;B;OTC;YES;NO;51,35;48,31;3,04;0,06;11,5;10,82;19;21;40;25;69,88;77,24;147,12;14/nov;;
Yk-lo-T27WFO;Yukon;Yuk1;1;A;OTC;YES;NO;51,35;48,31;3,04;0,06;11,06;10,41;21;118;139;25;80,31;451,28;531,59;14/nov;;
Yk-up-T42AFO;Yukon;Yuk2;1;A;Control;YES;NO;56,4;53,51;2,89;0,05;11,18;10,61;13;130;143;25;48,77;487,71;536,48;22/okt;;blue after oven
Yk-up-T42AFO;Yukon;Yuk2;1;B;Control;YES;NO;56,4;53,51;2,89;0,05;11,33;10,75;18;139;157;25;66,63;514,57;581,2;22/okt;;blue after oven
Yk-up-T42WFO;Yukon;Yuk2;1;A;OTC;YES;NO;47,28;46,61;0,67;0,01;10,69;10,54;31;176;207;25;117,06;664,58;781,63;22/okt;;blue after oven
Yk-up-T42WFO;Yukon;Yuk2;1;B;OTC;YES;NO;47,28;46,61;0,67;0,01;11,29;11,13;37;145;182;25;132,29;518,42;650,71;22/okt;;blue after oven
Yk-up-T43AFO;Yukon;Yuk2;1;B;Control;YES;NO;51,08;50,2;0,88;0,02;11,01;10,82;9;196;205;25;33,1;720,82;753,92;14/okt;;wet
Yk-up-T43AFO;Yukon;Yuk2;1;A;Control;YES;NO;51,08;50,2;0,88;0,02;11,18;10,99;10;423;433;25;36,22;1532;1568,21;14/okt;;wet
Yk-up-T43WFO;Yukon;Yuk2;1;B;OTC;YES;NO;55,09;50,89;4,2;0,08;11,36;10,49;27;130;157;25;102,39;492,97;595,35;24/okt;;blue after oven
Yk-up-T43WFO;Yukon;Yuk2;1;A;OTC;YES;NO;55,09;50,89;4,2;0,08;11,1;10,25;43;77;120;25;166,88;298,83;465,7;24/okt;;blue after oven
Yk-up-T44AFO;Yukon;Yuk2;1;A;Control;YES;NO;42,34;40,93;1,41;0,03;11,38;11;35;38;73;25;126,6;137,46;264,06;14/okt;;
Yk-up-T44AFO;Yukon;Yuk2;1;B;Control;YES;NO;42,34;40,93;1,41;0,03;10,96;10,6;92;117;209;25;345,54;439,44;784,98;14/okt;;
Yk-up-T44WFO;Yukon;Yuk2;1;A;OTC;YES;NO;53,98;53,03;0,95;0,02;11,47;11,27;0;179;179;25;0;632,14;632,14;22/okt;;
Yk-up-T44WFO;Yukon;Yuk2;1;B;OTC;YES;NO;53,98;53,03;0,95;0,02;11,47;11,27;2;171;173;25;7,06;603,89;610,95;22/okt;;
Yk-up-T45AFO;Yukon;Yuk2;1;A;Control;YES;NO;62,74;58,57;4,17;0,07;11,07;10,33;38;78;116;25;146,32;300,35;446,68;24/okt;;
Yk-up-T45AFO;Yukon;Yuk2;1;B;Control;YES;NO;62,74;58,57;4,17;0,07;10,96;10,23;40;105;145;25;155,57;408,38;563,95;24/okt;;
Yk-up-T45WFO;Yukon;Yuk2;1;A;OTC;YES;NO;64,93;63,19;1,74;0,03;11,22;10,92;15;32;47;25;54,66;116,62;171,28;14/okt;;
Yk-up-T45WFO;Yukon;Yuk2;1;B;OTC;YES;NO;64,93;63,19;1,74;0,03;11,38;11,08;53;69;122;25;190,43;247,92;438,36;14/okt;;
Yk-up-T46AFO;Yukon;Yuk2;1;B;Control;YES;NO;52,35;48,8;3,55;0,07;11,31;10,54;14;145;159;25;52,84;547,29;600,13;22/okt;;blue after oven
Yk-up-T46AFO;Yukon;Yuk2;1;A;Control;YES;NO;52,35;48,8;3,55;0,07;10,99;10,24;32;87;119;25;124,3;337,93;462,23;22/okt;;blue after oven
Yk-up-T46WFO;Yukon;Yuk2;1;B;OTC;YES;NO;61,02;57,78;3,24;0,05;11,33;10,73;28;71;99;25;103,86;263,35;367,21;24/okt;;
Yk-up-T46WFO;Yukon;Yuk2;1;A;OTC;YES;NO;61,02;57,78;3,24;0,05;11,17;10,58;47;52;99;25;176,83;195,64;372,47;24/okt;;
Yk-up-T47AFO;Yukon;Yuk2;1;A;Control;YES;NO;58,85;55,04;3,81;0,06;11,1;10,38;10;87;97;25;38,33;333,49;371,82;24/okt;;blue after oven
Yk-up-T47AFO;Yukon;Yuk2;1;B;Control;YES;NO;58,85;55,04;3,81;0,06;10,77;10,07;87;40;127;25;343,7;158,02;501,73;24/okt;;blue after oven
Yk-up-T47WFO;Yukon;Yuk2;1;B;OTC;YES;NO;56,2;51,78;4,42;0,08;10,66;9,82;17;183;200;25;68,88;741,45;810,33;14/okt;;
Yk-up-T47WFO;Yukon;Yuk2;1;A;OTC;YES;NO;56,2;51,78;4,42;0,08;11,33;10,44;21;228;249;25;80,05;869,14;949,2;14/okt;;
