"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_11098" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11099" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Phacidiales" "f__Helicogoniaceae" "g__Eleutheromyces" "s__subulatus"
"ASV_11100" "k__Fungi" NA NA NA NA NA NA
"ASV_11101" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11102" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Pseudocoleophoma" "s__rusci"
"ASV_11103" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__basiparvispora"
"ASV_11104" "k__Fungi" NA NA NA NA NA NA
"ASV_11105" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lentitheciaceae" "g__Keissleriella" "s__cladophila"
"ASV_11106" "k__Fungi" NA NA NA NA NA NA
"ASV_11107" "k__Fungi" NA NA NA NA NA NA
"ASV_11108" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11109" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Gelatinodiscaceae" "g__Neobulgaria" NA
"ASV_11110" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11111" "k__Fungi" NA NA NA NA NA NA
"ASV_11112" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hygrophoraceae" "g__Arrhenia" "s__velutipes"
"ASV_11113" "k__Fungi" NA NA NA NA NA NA
"ASV_11114" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV_11115" "k__Fungi" NA NA NA NA NA NA
"ASV_11116" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11117" "k__Fungi" NA NA NA NA NA NA
"ASV_11118" "k__Fungi" NA NA NA NA NA NA
"ASV_11119" "k__Fungi" NA NA NA NA NA NA
"ASV_11120" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11121" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11122" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV_11123" "k__Fungi" NA NA NA NA NA NA
"ASV_11124" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Coniochaeta" NA
"ASV_11125" "k__Fungi" NA NA NA NA NA NA
"ASV_11126" "k__Fungi" NA NA NA NA NA NA
"ASV_11127" "k__Fungi" NA NA NA NA NA NA
"ASV_11128" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11129" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Tricholoma" "s__psammopus"
"ASV_11130" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" NA
"ASV_11131" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11132" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11133" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Verticillium" NA
"ASV_11134" "k__Fungi" NA NA NA NA NA NA
"ASV_11135" "k__Fungi" NA NA NA NA NA NA
"ASV_11136" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" NA NA
"ASV_11137" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Amphisphaeriales" "f__Sporocadaceae" "g__Synnemapestaloides" NA
"ASV_11138" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Leptobacillium" "s__leptobactrum"
"ASV_11139" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11140" "k__Fungi" NA NA NA NA NA NA
"ASV_11141" "k__Fungi" NA NA NA NA NA NA
"ASV_11142" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"ASV_11143" "k__Fungi" NA NA NA NA NA NA
"ASV_11144" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11145" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Operculomycetaceae" "g__Operculomyces" "s__laminatus"
"ASV_11146" "k__Fungi" NA NA NA NA NA NA
"ASV_11147" "k__Fungi" NA NA NA NA NA NA
"ASV_11148" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Tremella" NA
"ASV_11149" "k__Fungi" "p__Basidiomycota" "c__Wallemiomycetes" "o__Wallemiales" "f__Wallemiaceae" "g__Wallemia" "s__muriae"
"ASV_11150" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Hyphodontia" "s__arguta"
"ASV_11151" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11152" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11153" "k__Fungi" NA NA NA NA NA NA
"ASV_11154" "k__Fungi" NA NA NA NA NA NA
"ASV_11155" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11156" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11157" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" NA NA NA
"ASV_11158" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Rhytismatales" "f__Rhytismataceae" "g__Coccomyces" "s__australis"
"ASV_11159" "k__Fungi" NA NA NA NA NA NA
"ASV_11160" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" NA NA NA
"ASV_11161" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__macrocystis"
"ASV_11162" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" "s__ranarum"
"ASV_11163" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Glomerellaceae" "g__Colletotrichum" "s__tanaceti"
"ASV_11164" "k__Fungi" NA NA NA NA NA NA
"ASV_11165" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"ASV_11166" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Acrospermales" "f__Acrospermaceae" "g__Oomyces" "s__carneoalbus"
"ASV_11167" "k__Fungi" NA NA NA NA NA NA
"ASV_11168" "k__Fungi" NA NA NA NA NA NA
"ASV_11169" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Naviculisporaceae" "g__Pseudorhypophila" NA
"ASV_11170" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11171" "k__Fungi" NA NA NA NA NA NA
"ASV_11172" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" NA NA
"ASV_11173" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Rhizophydiales_gen_Incertae_sedis" NA
"ASV_11174" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetales_fam_Incertae_sedis" "g__Spizellomycetales_gen_Incertae_sedis" NA
"ASV_11175" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11176" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__tetrastratosum"
"ASV_11177" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Amniculicolaceae" "g__Murispora" "s__medicaginicola"
"ASV_11178" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11179" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11180" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11181" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV_11182" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Lycoperdaceae" "g__Lycoperdon" NA
"ASV_11183" "k__Fungi" NA NA NA NA NA NA
"ASV_11184" "k__Fungi" NA NA NA NA NA NA
"ASV_11185" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11186" "k__Fungi" NA NA NA NA NA NA
"ASV_11187" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11188" "k__Fungi" NA NA NA NA NA NA
"ASV_11189" "k__Fungi" NA NA NA NA NA NA
"ASV_11190" "k__Fungi" NA NA NA NA NA NA
"ASV_11191" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Solicoccozyma" NA
"ASV_11192" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__atrobadia"
"ASV_11193" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11194" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11195" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Lichenostigmatales" "f__Phaeococcomycetaceae" "g__Phaeococcomyces" NA
"ASV_11196" "k__Fungi" NA NA NA NA NA NA
"ASV_11197" "k__Fungi" NA NA NA NA NA NA
"ASV_11198" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11199" "k__Fungi" NA NA NA NA NA NA
"ASV_11200" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_11201" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Paramicrosporidium" "s__saccamoebae"
"ASV_11202" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11203" "k__Fungi" NA NA NA NA NA NA
"ASV_11204" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" NA NA NA
"ASV_11205" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinaceae" "g__Sebacina" NA
"ASV_11206" "k__Fungi" NA NA NA NA NA NA
"ASV_11207" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hymenogastraceae" "g__Galerina" "s__hybrida"
"ASV_11208" "k__Fungi" NA NA NA NA NA NA
"ASV_11209" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11210" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11211" "k__Fungi" NA NA NA NA NA NA
"ASV_11212" "k__Fungi" NA NA NA NA NA NA
"ASV_11213" "k__Fungi" NA NA NA NA NA NA
"ASV_11214" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11215" "k__Fungi" NA NA NA NA NA NA
"ASV_11216" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"ASV_11217" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11218" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" "g__Apiotrichum" "s__dehoogii"
"ASV_11219" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Leucosporidiales" "f__Leucosporidiales_fam_Incertae_sedis" "g__Leucosporidiales_gen_Incertae_sedis" NA
"ASV_11220" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Kondoaceae" "g__Kondoa" "s__chamaenerii"
"ASV_11221" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11222" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11223" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11224" "k__Fungi" NA NA NA NA NA NA
"ASV_11225" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Sclerococcales" "f__Dactylosporaceae" "g__Sclerococcum" NA
"ASV_11226" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Extremaceae" "g__Paradevriesia" "s__pseudoamericana"
"ASV_11227" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Cladoniaceae" "g__Cladonia" "s__pyxidata"
"ASV_11228" "k__Fungi" NA NA NA NA NA NA
"ASV_11229" "k__Fungi" NA NA NA NA NA NA
"ASV_11230" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11231" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11232" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinaceae" "g__Sebacina" NA
"ASV_11233" "k__Fungi" NA NA NA NA NA NA
"ASV_11234" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"ASV_11235" "k__Fungi" NA NA NA NA NA NA
"ASV_11236" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Inocybaceae" "g__Inocybe" "s__moelleri"
"ASV_11237" "k__Fungi" NA NA NA NA NA NA
"ASV_11238" "k__Fungi" NA NA NA NA NA NA
"ASV_11239" "k__Fungi" NA NA NA NA NA NA
"ASV_11240" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" "s__tofieldiae"
"ASV_11241" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Neovaginatispora" NA
"ASV_11242" "k__Fungi" NA NA NA NA NA NA
"ASV_11243" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11244" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Alternaria" "s__alternata"
"ASV_11245" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__chaetospira"
"ASV_11246" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11247" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" NA
"ASV_11248" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Tilletiales" "f__Tilletiaceae" "g__Tilletia" "s__puccinelliae"
"ASV_11249" "k__Fungi" "p__Fungi_phy_Incertae_sedis" "c__Fungi_cls_Incertae_sedis" "o__Fungi_ord_Incertae_sedis" "f__Fungi_fam_Incertae_sedis" "g__Fungi_gen_Incertae_sedis" NA
"ASV_11250" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Elasticomyces" "s__elasticus"
"ASV_11251" "k__Fungi" NA NA NA NA NA NA
"ASV_11252" "k__Fungi" NA NA NA NA NA NA
"ASV_11253" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipita" NA
"ASV_11254" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Stictidaceae" NA NA
"ASV_11255" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Juncaceicola" NA
"ASV_11256" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11257" "k__Fungi" NA NA NA NA NA NA
"ASV_11258" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11259" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__tetrastratosum"
"ASV_11260" "k__Fungi" NA NA NA NA NA NA
"ASV_11261" "k__Fungi" NA NA NA NA NA NA
"ASV_11262" "k__Fungi" NA NA NA NA NA NA
"ASV_11263" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Agaricales_fam_Incertae_sedis" "g__Clitocybe" NA
"ASV_11264" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV_11265" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11266" "k__Fungi" NA NA NA NA NA NA
"ASV_11267" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11268" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"ASV_11269" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Tricholoma" NA
"ASV_11270" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Hymenochaetaceae" "g__Phellinus" "s__igniarius"
"ASV_11271" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11272" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Luellia" NA
"ASV_11273" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Herpotrichiellaceae_gen_Incertae_sedis" NA
"ASV_11274" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"ASV_11275" "k__Fungi" NA NA NA NA NA NA
"ASV_11276" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" "s__invisitata"
"ASV_11277" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11278" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Inocybaceae" "g__Inocybe" "s__rivularis"
"ASV_11279" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Cortinariaceae" "g__Cortinarius" "s__boreotrichus"
"ASV_11280" "k__Fungi" NA NA NA NA NA NA
"ASV_11281" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11282" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Cortinariaceae" "g__Cortinarius" NA
"ASV_11283" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" NA
"ASV_11284" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Pseudosigmoidea" NA
"ASV_11285" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11286" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11287" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Sporormia" NA
"ASV_11288" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"ASV_11289" "k__Fungi" NA NA NA NA NA NA
"ASV_11290" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Lichenostigmatales" "f__Phaeococcomycetaceae" "g__Phaeococcomyces" NA
"ASV_11291" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11292" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Pilocarpaceae" "g__Micarea" NA
"ASV_11293" "k__Fungi" NA NA NA NA NA NA
"ASV_11294" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11295" "k__Fungi" "p__Ascomycota" "c__Ascomycota_cls_Incertae_sedis" "o__Ascomycota_ord_Incertae_sedis" "f__Ascomycota_fam_Incertae_sedis" "g__Phaeodactylium" NA
"ASV_11296" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Cylindrosympodiaceae" NA NA
"ASV_11297" "k__Fungi" NA NA NA NA NA NA
"ASV_11298" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" "g__Humicola" "s__nigrescens"
"ASV_11299" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11300" "k__Fungi" NA NA NA NA NA NA
"ASV_11301" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Clavariaceae" "g__Clavulinopsis" NA
"ASV_11302" "k__Fungi" NA NA NA NA NA NA
"ASV_11303" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11304" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliales_fam_Incertae_sedis" "g__Orbiliales_gen_Incertae_sedis" NA
"ASV_11305" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" "f__Tympanidaceae" NA NA
"ASV_11306" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11307" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11308" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11309" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Arachnopezizaceae" "g__Arachnopeziza" NA
"ASV_11310" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"ASV_11311" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Atheliales" "f__Byssocorticiaceae" "g__Byssocorticiaceae_gen_Incertae_sedis" NA
"ASV_11312" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Stictidaceae" "g__Absconditella" NA
"ASV_11313" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_11314" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Cordycipitaceae_gen_Incertae_sedis" NA
"ASV_11315" "k__Fungi" NA NA NA NA NA NA
"ASV_11316" "k__Fungi" NA NA NA NA NA NA
"ASV_11317" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" "s__mammillata"
"ASV_11318" "k__Fungi" NA NA NA NA NA NA
"ASV_11319" "k__Fungi" NA NA NA NA NA NA
"ASV_11320" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11321" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11322" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11323" "k__Fungi" NA NA NA NA NA NA
"ASV_11324" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11325" "k__Fungi" NA NA NA NA NA NA
"ASV_11326" "k__Fungi" NA NA NA NA NA NA
"ASV_11327" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraphaeosphaeria" "s__sporulosa"
"ASV_11328" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__persica"
"ASV_11329" "k__Fungi" "p__Ascomycota" "c__Laboulbeniomycetes" "o__Pyxidiophorales" "f__Pyxidiophorales_fam_Incertae_sedis" "g__Pyxidiophorales_gen_Incertae_sedis" NA
"ASV_11330" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Lichenostigmatales" "f__Lichenostigmatales_fam_Incertae_sedis" "g__Lichenostigmatales_gen_Incertae_sedis" NA
"ASV_11331" "k__Fungi" NA NA NA NA NA NA
"ASV_11332" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Ambisporaceae" "g__Ambispora" "s__gerdemannii"
"ASV_11333" "k__Fungi" NA NA NA NA NA NA
"ASV_11334" "k__Fungi" NA NA NA NA NA NA
"ASV_11335" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV_11336" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11337" "k__Fungi" NA NA NA NA NA NA
"ASV_11338" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV_11339" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Physalacriaceae" "g__Strobilurus" NA
"ASV_11340" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Neoschizotheciaceae" "g__Apodus" "s__deciduus"
"ASV_11341" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Piskurozyma" NA
"ASV_11342" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV_11343" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideomycetes_ord_Incertae_sedis" "f__Dothideomycetes_fam_Incertae_sedis" "g__Radulidium" "s__subulatum"
"ASV_11344" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Cistella" "s__albidolutea"
"ASV_11345" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11346" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Onygenales" "f__Onygenaceae" "g__Malbranchea" "s__umbrina"
"ASV_11347" "k__Fungi" "p__Basidiomycota" "c__Pucciniomycetes" "o__Pucciniales" "f__Coleosporiaceae" "g__Chrysomyxa" "s__monesis"
"ASV_11348" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
