GENUS	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
Sydowiella	plant_pathogen	NA	NA	NA	unspecified_plant_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Tenuiappendicula	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Tortilispora	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Synnemasporella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Apiognomonioides	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Involutscutellula	plant_pathogen	NA	NA	NA	other_plant_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Oblongisporothyrium	foliar_endophyte	litter_saprotroph	NA	foliar_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Paratubakia	foliar_endophyte	litter_saprotroph	NA	foliar_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Racheliella	plant_pathogen	NA	NA	NA	other_plant_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Saprothyrium	foliar_endophyte	litter_saprotroph	NA	foliar_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Sphaerosporithyrium	plant_pathogen	foliar_endophyte	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Tubakia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Anisogramma	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Chrysoporthella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Endothiella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Leucostoma	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Phomopsis	plant_pathogen	foliar_endophyte	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	soft_rot	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Valsa	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Valsella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Valseutypella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Barbatosphaeria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ceratostomella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xylomelasma	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Aquapteridospora	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fusoidispora	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Natantiella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pleurophragmium	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Pseudostanjehughesia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Brunneosporella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fluminicola	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Papulosa	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Wongia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ramphoria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Rhamphoria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Rhamphoriopsis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Rhodoveronaea	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Xylolentia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Mattirolia	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pleurocytospora	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Thyridium	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cyanoannulus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Woswasia	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xylochrysis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Distoseptispora	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ellisembia	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Lylea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Falcocladium	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Bactrodesmiastrum	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fuscosporella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Mucispora	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Parafuscosporella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Plagiascoma	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudoascotaiwania	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Australiasca	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Dischloridium	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Monilochaetes	plant_pathogen	NA	NA	NA	unspecified_plant_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Colletotrichum	plant_pathogen	litter_saprotroph	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Glomerella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ascocodinaea	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Malaysiasca	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Acremoniisimulans	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Acrostalagmus	foliar_endophyte	litter_saprotroph	NA	foliar_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Cephalosporium	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	soft_rot	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Chordomyces	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Gibellulopsis	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Hymenula	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	soft_rot	NA	Poaceae	filamentous_mycelium	none	none	NA	NA	NA	NA
Lectera	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Longitudinalis	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Musicillium	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Plectosphaerella	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed,animal_material	NA	nematophagous	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Plectosporium	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sodiomyces	soil_saprotroph	NA	alkaliphilous	NA	NA	soil	NA	NA	NA	filamentous_mycelium	cleistothecium_(closed,_spherical)	closed	NA	NA	NA	NA
Stachylidium	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Verticillium	plant_pathogen	litter_saprotroph	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed,animal_material	NA	nematophagous	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Blastophorum	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Coronospora	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cylindrotrichum	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Kylindria	wood_saprotroph	litter_saprotroph	NA	NA	NA	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Reticulascus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Sporoschismopsis	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	none	none	NA	NA	NA	NA
Acremonium	unspecified_saprotroph	foliar_endophyte	hypervariable	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed,soil,dung,animal_material	soft_rot	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Anthonectria	litter_saprotroph	bryophilous	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Aphanotria	litter_saprotroph	bryophilous	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Battarrina	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Bryocentria	litter_saprotroph	bryophilous	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Bryotria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	liverworts	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Bullanockia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Kingia	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Clibanites	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Clonostachys	wood_saprotroph	plant_pathogen	mycoparasite_and_litter_saprotroph_some_species	NA	leaf_fruit_seed_pathogen	wood,leaf_fruit_seed,fungal_material,animal_material	NA	nematophagous	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dendrodochium	unspecified_saprotroph	NA	toxin-producing	NA	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Dimerosporiella	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fusariella	plant_pathogen	NA	NA	NA	other_plant_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Geonectria	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Geosmithia	unspecified_saprotroph	NA	hypervariable	NA	NA	leaf_fruit_seed,soil,dung,animal_material	NA	arthropod-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Gliomastix	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Globonectria	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Gracilistilbella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Halonectria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Heleococcum	soil_saprotroph	litter_saprotroph	NA	NA	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Hydropisphaera	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ijuhya	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	nematophagous	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Kallichroma	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Laniatria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	liverworts	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Lasionectria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Lasionectriella	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Mycoarachis	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Mycocitrus	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Nectriella	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Nectriopsis	lichen_parasite	protistan_parasite	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Nigrosabulum	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ochronectria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ovicillium	animal_parasite	wood_saprotroph	NA	NA	NA	wood,animal_material	NA	arthropod_parasite	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Ovicuculispora	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Paracylindrocarpon	litter_saprotroph	wood_saprotroph	NA	NA	NA	wood,leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Paranectria	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Periantria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	mosses	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Peristomialis	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pronectria	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Protocreopsis	wood_saprotroph	litter_saprotroph	NA	NA	NA	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Roumegueriella	soil_saprotroph	litter_saprotroph	NA	NA	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Selinia	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Spicellum	soil_saprotroph	NA	NA	NA	NA	soil	NA	arthropod-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stephanonectria	litter_saprotroph	soil_saprotroph	NA	NA	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Stilbocrea	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Stromatonectria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Synnemellisia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Trichonectria	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Valsonectria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Verrucostoma	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xanthonectria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Calcarisporium	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Aciculosporium	plant_pathogen	foliar_endophyte	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Aschersonia	animal_parasite	plant_pathogen	NA	NA	root_pathogen	leaf_fruit_seed,animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Atkinsonella	foliar_endophyte	litter_saprotroph	NA	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Balansia	foliar_endophyte	litter_saprotroph	toxin-producing	class1_clavicipitaceous_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	arthropod-associated	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cavimalum	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cepsiclava	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Poaceae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chamaeleomyces	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Claviceps	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Collarina	soil_saprotroph	NA	sediments_marine	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Conoideocrella	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Corallocytostroma	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Dussiella	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ephelis	foliar_endophyte	plant_pathogen	hypervariable,_plant_pathogen,litter_saprotroph,toxin-producing	class1_clavicipitaceous_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	arthropod-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Epichloe	foliar_endophyte	litter_saprotroph	toxin-producing	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	arthropod-associated	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Epichloë	foliar_endophyte	litter_saprotroph	toxin-producing	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	arthropod-associated	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Epicrea	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Helminthascus	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	arthropod_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Heteroepichloe	foliar_endophyte	litter_saprotroph	NA	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Heteroepichloë	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Hypocrella	animal_parasite	foliar_endophyte	NA	class1_clavicipitaceous_endophyte	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
