GENUS	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
Fimicolochytrium	pollen_saprotroph	algal_parasite	NA	NA	algal_parasite	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Geranomyces	pollen_saprotroph	NA	NA	NA	NA	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Powellomyces	pollen_saprotroph	algal_parasite	NA	NA	algal_parasite	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Thoreauomyces	pollen_saprotroph	algal_parasite	NA	NA	algal_parasite	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Barromyces	pollen_saprotroph	NA	NA	NA	NA	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Brevicalcar	pollen_saprotroph	NA	NA	NA	NA	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Bulbosomyces	pollen_saprotroph	NA	NA	NA	NA	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Gaertneriomyces	pollen_saprotroph	algal_parasite	NA	NA	algal_parasite	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Gallinipes	pollen_saprotroph	NA	NA	NA	NA	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Kochiomyces	pollen_saprotroph	algal_parasite	NA	NA	algal_parasite	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Spizellomyces	pollen_saprotroph	NA	NA	NA	NA	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Triparticalcar	pollen_saprotroph	algal_parasite	NA	NA	algal_parasite	pollen	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed	NA	NA	NA	NA
Carpenterophlyctis	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	zoosporic_only	zoosporangium	closed	NA	NA	NA	NA
Endodesmidium	algal_parasite	NA	NA	no_endophytic_capacity	algal_parasite	algal_material	NA	NA	algae	zoosporic_only	zoosporangium	closed	NA	NA	NA	NA
Johnkarlingia	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	zoosporic_only	zoosporangium	closed	NA	NA	NA	NA
Synchytrium	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	zoosporic_only	zoosporangium	closed	NA	NA	NA	NA
Micromyces	algal_parasite	NA	NA	no_endophytic_capacity	algal_parasite	algal_material	NA	NA	algae	zoosporic_only	zoosporangium	closed	NA	NA	NA	NA
Developayella	bacterivorous	NA	NA	NA	NA	NA	NA	NA	NA	biflagellate	NA	NA	NA	NA	NA	NA
Develorapax	algivorous_protistivorous	NA	NA	NA	NA	NA	NA	NA	NA	biflagellate	NA	NA	NA	NA	NA	NA
Ancylistes	algal_parasite	NA	NA	no_endophytic_capacity	algal_parasite	algal_material	NA	NA	algae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Conidiobolus	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite_opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Macrobiotophthora	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Completoria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Batkoa	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Entomophaga	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Entomophthora	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Erynia	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Eryniopsis	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Furia	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Massospora	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Orthomyces	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pandora	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Strongwellsea	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Zoophthora	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Tarichium	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ballocephala	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	tardigrades	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Meristacrum	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Zygnemomyces	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	nematodes	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Apterivorax	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	NA	NA	NA	NA	NA	NA	NA
Neozygites	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	NA	NA	NA	NA	NA	NA	NA
Thaxterosporium	animal_parasite	animal_decomposer	NA	no_endophytic_capacity	NA	animal_material	NA	animal_parasite	NA	NA	NA	NA	NA	NA	NA	NA
Entorrhiza	plant_pathogen	root-associated	root_gall_forming	NA	root_pathogen	NA	NA	NA	Juncaceae,Cyperaceae	filamentous_mycelium	smut	other	NA	NA	NA	NA
Talbotiomyces	plant_pathogen	root-associated	root_gall_forming	NA	root_pathogen	NA	NA	NA	dicotyledonous_plants	filamentous_mycelium	smut	other	NA	NA	NA	NA
Ambispora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Archaeospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Intraspora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Palaeospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Geosiphon	lichenized	arbuscular_mycorrhizal	NA	root_endophyte	NA	NA	NA	NA	NA	other	none	none	NA	NA	NA	NA
Acaulospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Kuklospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Corymbiglomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Desertispora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Diversispora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Otospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Redeckera	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Tricispora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Pacispora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Sacculospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Dentiscutata	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fuscutata	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Quatunica	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Cetraspora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Gigaspora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Intraornatospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Paradentiscutata	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Racocetra	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Bulbospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Orbispora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Scutellospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Claroideoglomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Albahypha	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Entrophospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Dominikia	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Funneliformis	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Glomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Halonatospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Kamienskia	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Oehlia	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Rhizoglomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Rhizophagus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Sclerocarpum	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Sclerocystis	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Septoglomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Simiglomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Viscospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Innospora	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Paraglomus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Pervetustus	arbuscular_mycorrhizal	root-associated	NA	root_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Canteriomyces	algal_parasite	NA	NA	NA	algal_parasite	NA	NA	NA	Chlorophyta	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Cystochytrium	plant_pathogen	NA	NA	NA	root_pathogen	NA	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Hyphochytrium	unspecified_saprotroph	NA	mycoparasite_H._Infestans,algal_parasite_H._Hydrodictyonis,arthropod_parasite_H._penillae	NA	NA	NA	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Latrostium	algal_parasite	NA	NA	NA	algal_parasite	NA	NA	NA	Chlorophyta	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Reesia	plant_pathogen	algal_parasite	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Rhizidiomyces	unspecified_saprotroph	NA	protistan_parasite_two_species,mycoparasite_R._parasiticus,algal_parasite_R._cladophorae	NA	NA	NA	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Rhizidiomycopsis	unspecified_saprotroph	NA	mycoparasite_R._Stomatosa	NA	NA	NA	NA	NA	NA	zoosporic-rhizomycelial_(chytrid-like)	NA	NA	NA	NA	NA	NA
Elina	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asellaria	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	isopods	filamentous_mycelium	none	none	NA	NA	NA	NA
Baltomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	isopods	filamentous_mycelium	none	none	NA	NA	NA	NA
Barbatospora	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	none	none	NA	NA	NA	NA
Dimargaris	mycoparasite	dung_saprotroph	NA	NA	NA	fungal_material,dung	NA	NA	Mucorales	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dispira	mycoparasite	dung_saprotroph	NA	NA	NA	fungal_material,dung	NA	NA	Mucorales,Chaetomium	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Spinalia	mycoparasite	dung_saprotroph	NA	NA	NA	fungal_material,dung	NA	NA	Mucorales	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Tieghemiomyces	mycoparasite	dung_saprotroph	NA	NA	NA	fungal_material,dung	NA	NA	Mucorales	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Carouxella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ceratopogonidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Harpella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Harpellomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Thaumaleidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Klastostachys	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stachylina	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Diptera_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stachylinoides	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Trissocladomyces	NA	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Allantomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Caenidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Austrosmittium	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Bactromyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Capniidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Baetimyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Baetidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Bojamyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Leptophlebiidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Capniomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Capniidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Caudomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Tipulida_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Coleopteromyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Scirtidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dacryodiomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ejectosporus	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Capniidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ephemerellomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Furculomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Gauthieromyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Baetidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Genistelloides	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Capniidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Genistellospora	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Glotzia	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemeroptera_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Graminella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Baetidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Graminelloides	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Laculus	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Caenidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Lancisporomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Nemouridae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Legerioides	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	isopods	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Legeriomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Legeriosimilis	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Orphella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Plecoptera_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pennella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Plecopteromyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Grypopterygidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudoharpella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Dixida_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pteromaktron	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Simuliomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sinotrichium	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Smittium	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Diptera_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Spartiella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Baetidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stipella	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Simuliidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stypomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Zancudomyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Diptera_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Zygopolaris	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Zygopolaropsis	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Baetidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Tectimyces	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Leptophlebiidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Trichozygospora	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Trifoliellum	animal_endosymbiont	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Coemansia	soil_saprotroph	dung_saprotroph	NA	NA	NA	soil,dung	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dipsacomyces	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Kickxella	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Linderina	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Martensella	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	Vesiculomyces	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Martensiomyces	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Mycoemilia	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
